,name,ra,dec,semimaj_arcsec,axial_ratio,pos_angle,global_flag,GALEX_FUV,GALEX_FUV_err,GALEX_FUV_flag,GALEX_NUV,GALEX_NUV_err,GALEX_NUV_flag,SDSS_u,SDSS_u_err,SDSS_u_flag,SDSS_g,SDSS_g_err,SDSS_g_flag,SDSS_r,SDSS_r_err,SDSS_r_flag,SDSS_i,SDSS_i_err,SDSS_i_flag,SDSS_z,SDSS_z_err,SDSS_z_flag,2MASS_J,2MASS_J_err,2MASS_J_flag,2MASS_H,2MASS_H_err,2MASS_H_flag,2MASS_Ks,2MASS_Ks_err,2MASS_Ks_flag,WISE_3.4,WISE_3.4_err,WISE_3.4_flag,WISE_4.6,WISE_4.6_err,WISE_4.6_flag,WISE_12,WISE_12_err,WISE_12_flag,WISE_22,WISE_22_err,WISE_22_flag,Spitzer_3.6,Spitzer_3.6_err,Spitzer_3.6_flag,Spitzer_4.5,Spitzer_4.5_err,Spitzer_4.5_flag,Spitzer_5.8,Spitzer_5.8_err,Spitzer_5.8_flag,Spitzer_8.0,Spitzer_8.0_err,Spitzer_8.0_flag,Spitzer_24,Spitzer_24_err,Spitzer_24_flag,Spitzer_70,Spitzer_70_err,Spitzer_70_flag,Spitzer_160,Spitzer_160_err,Spitzer_160_flag,PACS_70,PACS_70_err,PACS_70_flag,PACS_100,PACS_100_err,PACS_100_flag,PACS_160,PACS_160_err,PACS_160_flag,SPIRE_250,SPIRE_250_err,SPIRE_250_flag,SPIRE_350,SPIRE_350_err,SPIRE_350_flag,SPIRE_500,SPIRE_500_err,SPIRE_500_flag,objname,ra2000,de2000,t,t_err,type,logd25,d25,bt,incl,ned_v_helio,ned_v_corr,ned_dist_z_corr,ned_dist_0,hyperleda_v_helio,hyperleda_dist_z_helio,hyperleda_dist_0,dist
64,NGC4165,183.04905,13.24642,104.99411962,1.83362614101,83.8264331879,,0.00049046852683,3.07377764668e-05,,0.0007729671064540001,3.43488002552e-05,,0.00220464674935,0.000448036273856,,0.00979071745722,0.0005866391030290001,,0.0187251756762,0.0006618361476300001,,0.0257691827122,0.00101184653837,,0.0223787674028,0.0023034224682500003,,0.027458187871400003,0.00390557305067,,0.007441549913539998,0.0144056761095,,0.018489854592,0.0063223402518,,0.0194298751721,0.001073207775742491,,0.0114604603478,0.0009758621460600349,,0.0232136082905,0.0035961921746033476,,0.0178552127253,0.007920357699574507,,0.0182929889353,0.0016158923533077993,,0.0107310218663,0.001028494656323951,,-0.00253639290071,0.0017400476225171064,,0.0224284190362,0.0015791555056112528,,0.0368176550342,0.0021969253114123115,,,,,,,,0.147996180105,0.2956206875348189,,1.0482165649600002,0.2578822603637704,,1.39217686602,0.28840284115836096,,0.730262116618,0.07613562975500951,,0.312282454316,0.05840259298312751,,0.143432443388,0.03912338440848175,,NGC4165,183.04905,13.24642,2.0,1.2,SABa,1.09,1.230268865,14.39,61.8,1859.0,1022.0,13.95412343,43.74,1871,25.54614965,56.75448497,56.75448497
65,NGC4178,183.1932,10.86585,285.795439397,3.04172536216,121.95339522299999,,0.0105147950832,0.0004755042551890001,,0.0148856859075,0.000411527002991,,0.036521438609,0.00451026358241,,0.07598653256839999,0.00339661886849,,0.120954607497,0.00471500826445,,0.149520956195,0.0100750218076,,0.164630149867,0.0165161066427,,0.128889316607,0.08396056134369999,,0.162885413492,0.0719397666836,,0.147494975057,0.080318401081,,0.102563670082,0.0042588646165221174,,0.05682452312730001,0.005304238174942418,,0.23562869764,0.010691611995710018,,0.363733250181,0.020305096229756858,,0.105328594332,0.0023565132470196024,,0.069692209613,0.0017958522760635816,,0.0800075235257,0.0050165328907113005,,0.295743778377,0.0015070318938783876,,0.387298223573,0.002963282718871768,,5.45946503649,0.10089226238316236,,16.0109370672,0.2146153396659727,,,,,13.805461138599998,0.940361423223337,,15.573865621800001,0.8823793005186213,,9.37683652487,0.09334659116160783,,5.00512175712,0.0728010727295576,,2.2137057767700004,0.06352522698785895,,NGC4178,183.1932,10.86585,6.9,1.2,Scd,1.67,4.677350951,11.88,90.0,374.0,190.0,2.594210814,15.97,375,5.120152922,25.00344,25.00344
66,NGC4189,183.447,13.42476,167.84662347,1.31071550389,-18.6401672631,,0.00386204962015,0.000178759097689,,0.006694404808920001,0.000190318969186,,0.0207643338515,0.0017638632496,,0.0598495276892,0.00104569967736,,0.0947622056431,0.00152898007389,,0.123966576544,0.00226111222693,,0.138845554893,0.00611406839301,,0.193660827963,0.0104626801486,,0.233044737915,0.0404351934177,,0.15879869452099998,0.0193606966909,,0.0976978973599,0.0018402549895240906,,0.0575820340935,0.0020588774145868195,,0.287011505292,0.007325368738733691,,0.460358464521,0.017457120501962086,,0.0922141043296,0.0014657684570797964,,0.0615641151097,0.0010036187016576829,,0.118004015664,0.00266676750417342,,0.317634405066,0.003114276296007132,,0.3641857619080001,0.034658621349443336,,,,,,,,5.40792766185,1.1066463271112712,,10.725083828999999,0.7040033048150963,,12.4573364743,1.666026578209011,,7.17228920607,0.21749028813667906,,3.09087730328,0.1618059023085344,,1.08259150195,0.088765294163884,,NGC4189,183.447,13.42476,5.9,0.9,Sc,1.34,2.187761792,12.58,35.9,2115.0,1022.0,13.95412343,28.52,2107,28.76843255,22.69864573,22.69864573
67,NGC4192,183.4512,14.89996,487.430046997,4.04854998705,65.5398534983,,0.007166333653600002,0.00104236252177,N,0.014912844915200002,0.00049028198058,,0.0654390057902,0.0070074707778100005,,0.252879420651,0.00723283823044,,0.4740263165600001,0.0142523274514,,0.677961252003,0.0132717458818,,0.8325094201180001,0.0352769449318,,1.19809780952,0.131381610342,,1.33863950074,0.230524721359,,1.24159542189,0.207401354831,,0.625093255045,0.005146663066422079,,0.35974172757600004,0.008237814742856567,,0.971589136204,0.030496226128425563,,1.10441189705,0.053202128005383764,,0.597495119586,0.002203023750242396,,0.387364539979,0.001514969064849399,,,,,,,,0.988709926408,0.0059066520951480865,,12.807509054,0.29806591496249624,N,45.6279167877,0.21543534796690916,,16.260466623800006,0.6721237508453227,,27.5533132971,0.6010697845457056,,44.2285913539,0.79717007206126,,26.8571265569,0.9341618061319223,,12.7087639071,0.3677050017179429,,4.72565460757,0.2904425390287457,,NGC4192,183.4512,14.89996,2.6,0.8,SABb,2.04,10.964781,10.85,90.0,-142.0,-214.0,-2.9219006010000004,15.44,-114,,12.70574373,12.70574373
68,NGC4193,183.47325,13.172820000000002,144.507544531,1.7995062843,9.292772773300001,,0.0014249568485,7.16908569563e-05,,0.00260227484351,8.11251377258e-05,,0.00974617664696,0.00103108314811,,0.0308738955023,0.000718519544446,,0.056218262137199985,0.000963100368591,,0.079084852372,0.00181291451265,,0.0924967895288,0.00429308641236,,0.127347335443,0.00646112693257,,0.198301645299,0.0273735422685,,0.110677933477,0.0144274277991,,0.0670416776379,0.001425825376971598,,0.0366416710331,0.0013274560058164895,,0.104838848721,0.008674393457503694,,0.157509611108,0.01576531804090409,,0.0641502272732,0.0009105632558308752,,0.0426445993898,0.0004933458091754422,,,,,,,,,,,,,,,,,1.54102768986,0.4311678700612694,,3.50068588184,0.4625967403167182,,6.21617498857,0.4765809978331351,,3.5339356335300005,0.12201091942824124,,1.7237654457900002,0.10266479415864137,,0.676441999877,0.061183127337161775,,NGC4193,183.47325,13.172820000000002,4.1,1.8,SABb,1.35,2.238721261,13.19,66.8,2480.0,2972.0,40.57891862,37.33,2467,33.68377936,35.97491329,35.97491329
69,NGC4194,183.54,54.52654,125.60335274299999,1.16181817063,91.7581291282,,0.00245189581265,0.000115394069936,,0.004762709768420001,0.000134108642576,,0.0125627208404,0.000466540431657,,0.032953282182400005,0.000511995242182,,0.052848661243,0.000851019780717,,0.0628110768128,0.00112337290449,,0.0712940522293,0.0021656367920100004,,0.120968353569,0.00857565319722,,0.192091154929,0.0376012496562,,0.142698347165,0.014961975014,,0.082756690555,0.0012477827812124355,,0.072550146331,0.001309049052865431,,0.7670938701980001,0.0034853589634463856,,3.6200727278199993,0.010284841990957723,,0.0922756500209,0.0014919396725562224,,0.0780036359675,0.0012280244259286954,,0.244750972801,0.006867587775548029,,0.7143319769740001,0.005398214581225514,,3.651691027780001,0.022132310374602428,,,,,,,,25.5235259619,1.1730001180041991,,25.376751056,1.0100930836659958,,16.079701207,2.0978676135898606,,5.444387259019999,0.1215109360509066,,1.88403209152,0.11167616442680962,,0.5440404365470001,0.1360186271988335,,NGC4194,183.54,54.52654,9.1,2.8,IB,1.22,1.6595870169999998,12.95,52.6,2501.0,2981.0,40.70180229,39.1,2464,33.64281813,,39.1
70,NGC4197,183.66045,5.80529,191.21262351,2.42817549133,124.918612842,,0.00319093062933,0.000147503911525,,0.004219890305,0.000123220984386,,0.00969177871542,0.00141556155418,,0.0222161248586,0.0007057288859500001,,0.0364009790047,0.000974562746763,,0.045816964166199986,0.00142168782722,,0.0468001663755,0.005685856429689999,,0.058847803915300013,0.0122613924059,,0.08267090376689999,0.0411095021456,,0.0699677280722,0.0246874217584,,0.0368419304646,0.002086156924676659,,0.0185531929726,0.004232278390930419,,0.098762771596,0.009160397537292666,,0.205011013616,0.020525264535763636,,0.038413060704300006,0.0009718500483724867,,0.0266917769156,0.0005788503953689738,,,,,,,,0.198479920866,0.012527063832076923,,,,,,,,4.03940378225,0.5102985882643447,,5.65666578946,0.6295594990590286,,6.61223697982,0.5133434797305972,,3.60512280039,0.1559129935593432,,1.854319191,0.10910935539399354,,0.773353824508,0.05798472975351378,,NGC4197,183.66045,5.80529,6.7,1.2,Scd,1.45,2.8183832410000003,13.47,78.2,2064.0,1000.0,13.65374113,28.48,2085,28.46805025,25.00344,25.00344
71,IC3061,183.76875,14.02874,134.872059929,1.7666990809,32.3848206007,,0.0006441958563759999,4.04656762568e-05,,0.0009958774346900002,5.07250980737e-05,,0.00321353873382,0.0004862774627830001,,0.00994823852522,0.000545845883609,,0.016881372024100002,0.000990420464808,,0.0230424693893,0.0013259351151500005,,0.0260960329546,0.00329240665129,,0.0374310122948,0.0069185916134,,0.0428482045883,0.0261499436725,,0.0366749560808,0.0125082786976,,0.023027310679700003,0.0008680246091283687,,0.0133124622237,0.0012456706521503642,,0.0514560912088,0.0043241891677493795,,0.0643470658028,0.008109472275444507,,0.0226331964393,0.0009541557914882074,,0.0154226107107,0.0007568708487522204,,,,,,,,,,,,,,,,,1.033656441,0.4781755630060354,,1.40115447796,0.4314473907953609,,2.90383973797,0.4540167796417421,,1.65907033727,0.1112365479744407,,0.8190980258130001,0.1015192976766941,,0.350272406125,0.055299211765943684,,IC3061,183.76875,14.02874,5.2,0.6,SBc,1.35,2.238721261,14.32,90.0,2316.0,2813.0,38.40797378,42.99,2317,31.63571819,41.1149573,41.1149573
72,NGC4206,183.82005,13.02386,252.65472677099999,3.20975704751,91.6766204893,,0.00262175818196,0.00014475950704499998,,0.00429971894516,0.00016651657532000002,,0.011739468765200002,0.0014968114541700002,,0.0347097494874,0.00168058986024,,0.0589863196302,0.00265082775944,,0.0786446551339,0.00414248450116,,0.0903080712259,0.00992370092051,,0.114977394284,0.030309597535,,0.136364737451,0.0422653277991,,0.109150468905,0.0424738557047,,0.0635934324201,0.002140675560384265,,0.0348935171919,0.002140203389754027,,0.0912660738227,0.007939315906029936,,0.116290394248,0.016048041640478444,,0.0629231267023,0.0008650281975975519,,0.0406070041909,0.0004772956933826807,,0.049353485856,0.003310452645574384,,0.0977442230959,0.0017973099295478594,,,,,,,,,,,1.0738436050799998,0.3944197892685434,,3.5483315390699994,0.9249013215817956,,5.66088678681,0.5817852156708649,,3.98923047162,0.17810433690945845,,2.34384210551,0.16034975098619486,,1.08293761154,0.08468169823601415,,NGC4206,183.82005,13.02386,4.0,0.3,Sbc,1.67,4.677350951,12.85,90.0,702.0,1021.0,13.94046969,20.16,702,9.58492627,18.87991449,18.87991449
73,NGC4214,183.9135,36.32704,475.08773747199996,1.1874552828,83.9971219798,,0.0905756499412,0.004079628707929999,,0.108470094377,0.0029413201485700004,,0.173379825821,0.0053534052053900005,,0.3823046984,0.0045002138388,,0.5282661745539999,0.006522723517100001,,0.624940194927,0.008806033687059999,,0.675858729752,0.0294932320583,,0.762015352557,0.059010690406800015,,1.17577992675,0.211448195925,,0.846344882662,0.116269813369,,0.35786348673600005,0.010073650829235531,,0.227816317958,0.010661247670714144,,0.660496828392,0.023820401410733542,,2.04855699664,0.06258381938945898,,0.337459846822,0.13954217213833633,N,0.243066572018,0.011266480253920262,N,0.280703280536,0.021580113507843505,N,0.16288783218900002,0.006432543215101896,N,0.23254178374,0.03994505246144647,N,24.694035204400002,0.5554985895729642,N,39.8392081629,4.37231658341725e-06,N,18.9572522891,6.217642709869504,,39.1774882205,6.728058915651604,,37.1287029738,3.94244644652046,,19.8180677125,0.9363246891631504,,10.720306710700001,0.6629151339366056,,5.02055593991,0.37757484339067854,,NGC4214,183.9135,36.32704,9.8,0.5,I,1.83,6.760830422000001,10.21,43.7,291.0,274.0,3.741125068,3.3,292,3.986892409,2.978516272,2.978516272
74,NGC4212,183.91395,13.90135,170.227486734,1.5062161583700002,-17.581080306500002,,0.00534286125243,0.00024818614855200003,,0.00972891881141,0.000270718105384,,0.0326962959679,0.00133578984596,,0.09876045263160002,0.00100747324632,,0.16875121342799998,0.00172479290659,,0.223289850655,0.00269397548524,,0.26549225827100004,0.00457644864438,,0.361193145717,0.016551955981700003,,0.455539902902,0.0462602277565,,0.37147681785,0.0256282461411,,0.192147432663,0.0017097495312921082,,0.116862572432,0.00237898283362697,,0.58701072111,0.006568580733283027,,0.814388065085,0.012690567021081895,,0.182058534565,0.004950262640226408,N,0.121162162494,0.0022437315632427408,N,,,,,,,0.7815656563410001,0.005672254883429299,,9.88572089959,0.17541255630276806,,23.6935458135,0.7683163632662781,,10.2978849017,1.0245711717038328,,22.1596054134,0.6397762303292372,,25.7193536296,1.0610195729518064,,12.590157016300001,0.16653668591176882,,5.17597752635,0.16201661101699896,,1.74179278738,0.0862706556211048,,NGC4212,183.91395,13.90135,4.9,0.8,Sc,1.45,2.8183832410000003,11.78,54.5,-81.0,-161.0,-2.198252321,17.96,-86,,16.90439714,16.90439714
75,NGC4216,183.97635,13.149579999999998,507.16870711300004,4.15037327043,111.001300881,,0.00197075004153,0.0006549603544690001,,0.00489416249276,0.0002791471858440001,,0.0594520348397,0.0206677096617,,0.260285169402,0.00469548987189,,0.5468333970929999,0.0080537352107,,0.851071147052,0.0102455581788,,1.06202034028,0.0613191286095,,1.6376874996000002,0.140835068684,,2.05701609237,0.328298232172,,1.6884341123500002,0.155183365525,,0.8551914754530001,0.005246159822740596,,0.462962143812,0.007312132296603918,,0.667166429563,0.05983096742829262,,0.48996604181,0.10840873907317222,,0.8170348292049999,0.002109212962198079,,0.511152319225,0.0018100598483355762,,,,,,,,,,,,,,,,,5.34843491014,1.174443375416539,,18.2641035315,0.56329619498739,,33.4466160972,0.7198212177518776,,20.9309777631,0.6365773199206088,,9.84539861954,0.3448008011656904,,3.73278873762,0.18470617532262867,,NGC4216,183.97635,13.149579999999998,3.0,0.5,SABb,1.89,7.762470911,10.95,90.0,131.0,18.0,0.24576734,16.59,133,1.81594757,13.80385356,13.80385356
76,NGC4222,184.0941,13.30724,202.22356042299998,2.54526433247,-31.843501687899998,,0.0008401483449530001,5.7990434579e-05,,0.00123172966573,7.55223316233e-05,,0.0061382427177,0.00237728644249,,0.0151188881069,0.00108424719123,,0.026953313073,0.00138157959432,,0.036101477174,0.001904775288,,0.0431323521459,0.00447432941133,,0.0602901579788,0.0238636633942,,0.08610332084589999,0.0519977874113,,0.058140247485,0.0216475063705,,0.0403086361659,0.0016383180617926926,,0.0238916821199,0.002060114932402664,,0.0867382095062,0.012424249160282676,,0.132407980463,0.01992380832236668,,0.0377493745566,0.0010855857213600383,,0.0184046405536,0.0021231982632733,N,,,,,,,,,,,,,,,,1.8239909506,0.4792013177297363,,4.41278626701,0.7508922118703829,,5.58093640462,0.5138024621150086,,3.47761413435,0.1918092353560628,,1.93042726438,0.11838064229157845,,0.8471313377390001,0.07104941229225105,,NGC4222,184.0941,13.30724,6.6,1.1,Scd,1.45,2.8183832410000003,13.9,90.0,230.0,97.0,1.324412889,23.35,230,3.140360459,19.76969657,19.76969657
77,NGC4236,184.17525,69.46257,920.963073285,3.49170196959,70.039645322,,0.0657720622103,0.00296127270152,,0.0759270420308,0.0020604276542000003,,,,,,,,,,,,,,,,,0.558856990074,0.0295808354184,,-0.460786854411,0.122215601495,A,0.453705485728,0.0662474047824,,0.240641329867,0.00648227796474676,,0.137522405655,0.005902321423358748,,0.219636542543,0.013544215650717246,,0.550911196993,0.02757131205863356,,0.3040388201,0.012821197143276728,N,0.222281220407,0.010830078572862044,N,-0.015836863073,0.09908081205464778,N,0.117534319014,0.012939619561016349,N,0.54764250537,0.02019923062463564,,,,,,,,2.35193116569,2.9427005973443383,,10.1733927368,3.730770107444513,,16.0161348233,2.200970278215981,,9.91350120111,0.4693576867524769,,7.051259158250001,0.3517210550377015,,3.2969171225200005,0.2518661872949645,,NGC4236,184.17525,69.46257,8.0,0.3,SBd,2.37,23.44228198,10.05,90.0,0.0,191.0,2.607864555,3.87,-1,,4.405549177,4.405549177
78,NGC4234,184.2882,3.68315,86.9330832719,1.10938252346,-44.110549982399995,,0.0030289087485600003,0.000137362848299,,0.00408857914995,0.00011293403048299998,,0.00860259964418,0.0004126951715,,0.022766709638400003,0.000383192063321,,0.034185941075,0.0005813717684990001,,0.0418197760448,0.000880717247921,,0.0505522066388,0.00196658529961,,0.0641734080598,0.00511488319096,,0.0706253092336,0.008448011726350001,,0.0550567916761,0.00604919912749,,0.0298237218046,0.0007167329136541981,,0.0188858399039,0.0008513516753544545,,0.0952925340724,0.002585472572071106,,0.161163502993,0.008910333234728512,,0.0295559949347,0.0009800223321966117,,0.0206230189484,0.0010537996810088867,,0.042636746202099986,0.002130336712405606,,0.101541403622,0.0009311035412987176,,0.160161089886,0.002746961157866015,,,,,,,,2.41745059111,0.4128208230509237,,4.50559443452,0.2509166333981445,,5.16133899294,0.5380020682181084,,2.15162346645,0.08203433189894158,,0.940126131263,0.06145006191647163,,0.349472804024,0.0446612638618666,,NGC4234,184.2882,3.68315,8.6,1.4,Sm,1.06,1.14815347,13.43,17.2,2027.0,992.0,13.5445112,32.9,2016,27.52594211,,32.9
79,NGC4237,184.2975,15.3239,150.627290529,1.56410305097,13.8446573803,,0.00154455906923,7.73115132214e-05,,0.00373478854308,0.000109103458034,,0.0167159938067,0.00118149949255,,0.0578998741687,0.000967688086144,,0.104820436077,0.0015785574233399995,,0.147389717428,0.00202443427324,,0.179722843416,0.00424396065645,,0.260650426415,0.0110798055865,,0.35360498528800005,0.0480952133709,,0.258657070067,0.0167737462067,,0.129139919833,0.0013679241235984975,,0.0751409538278,0.001993791093362385,,0.264304763146,0.0041399994820723925,,0.334768557363,0.013040820806320644,,0.125947903685,0.001102675958571934,,0.08359094331960001,0.0009750668432784713,,0.111548937258,0.0024565476011665288,,0.267563611328,0.0014934664290847206,,0.299706959448,0.004229924965924326,,,,,,,,4.65480869262,0.5563479021804356,,11.5628554625,0.5255547754191711,,14.4429429894,0.5624901122255327,,7.499780589260001,0.15757677986438698,,3.09313590097,0.11087671456537362,,1.0134143973899998,0.06777909508199392,,NGC4237,184.2975,15.3239,4.0,0.5,SABb,1.26,1.819700819,12.38,51.7,867.0,1026.0,14.00873839,20.27,864,11.79683233,19.58843848,19.58843848
80,IC3115,184.4994,6.654089999999999,110.689838819,1.09386661016,72.3951255556,,0.0021549301882,9.91496787944e-05,,0.00300697116873,8.77375172552e-05,,0.00652586978237,0.0004790932653740001,,0.0176435573189,0.000577079800714,,0.0258026709247,0.0006113348715219999,,0.0320032904224,0.0014259681632,,0.0349174584705,0.00289705669777,,0.023499344562900003,0.00883377653234,,-0.00838675175822,0.022319050180900003,,0.00413405912993,0.0140362853652,,0.0178050478403,0.0011627648036687127,,0.0105564291599,0.0015459108307048542,,0.0304264765627,0.005081232520754037,,0.0480089073449,0.011031007269201896,,0.0186799987505,0.0009671081879482076,,0.0127923480136,0.0010695762022511707,,,,,,,,,,,,,,,,,0.678040314145,0.7873053992579935,,0.8606241370000001,0.3650583921872699,,1.8440908245,0.8595057381574274,,1.13798516891,0.10158919977251177,,0.6967256037649999,0.11056380631089173,,0.35222836793799994,0.059475837574961124,,IC3115,184.4994,6.654089999999999,5.5,0.7,Sc,1.17,1.479108242,13.77,46.4,733.0,1002.0,13.68104861,18.61,734,10.02184599,24.43430617,24.43430617
81,NGC4254,184.70655,14.41641,421.336905129,1.34709868225,-35.744970233000004,,0.0356198151139,0.00160817439377,,0.0554004306549,0.0015056312987899998,,0.13164638556299998,0.00214310443727,,0.366883120144,0.00397030412058,,0.5698810903239999,0.006018676417060001,,0.735581538385,0.008864536022020001,,0.759217155465,0.0169410255177,,0.732962096652,0.0376338539446,,0.961823221166,0.060119872473300015,,1.24194777169,0.06551502597969999,,0.660032403713,0.006558265825296301,,0.417418720711,0.010549081365210584,,3.63106696166,0.03790468187868441,,4.59729401208,0.08373781021423257,,0.686052420378,0.010497994923783876,N,0.348028949553,0.02307191264051676,N,1.3603223097,0.017095469761957617,N,4.28270115381,0.02839639022399095,N,3.99525316198,0.011806066883316216,N,43.443948526499995,1.9339030337954517,N,128.608358341,,N,64.088412946,7.1759928684699394,,103.865698682,7.4058068665569605,,132.54494654,4.669955500859347,,63.028723113199995,1.2750775394523854,,25.6179914238,0.6918493044909636,,8.753221293220001,0.2953472972018219,,NGC4254,184.70655,14.41641,5.2,0.7,Sc,1.7,5.011872887,10.41,20.1,2407.0,2908.0,39.70507919,15.64,2409,32.89186237,12.88248533,12.88248533
82,NGC4260,184.84275,6.0987,202.793802434,2.51115223213,-28.489305120900003,,0.000261666460527,4.70092097204e-05,,0.000727203644005,7.79487920137e-05,,0.0115640638267,0.0033575476286,,0.053184773649699986,0.00218430347533,,0.106805392283,0.00286397830626,,0.156494441494,0.00545628146848,,0.191559537115,0.017440084562400003,,0.287568351947,0.0318262534232,,0.323431153032,0.040496925463,,0.24350923755,0.0444575889938,,0.131373053256,0.0020459764342772467,,0.0676512881073,0.002521373538782276,,0.0314421709164,0.00489230911746415,,0.0187944905048,0.015576356779410347,,0.12578355948,0.0009374144079452363,N,0.07980411077010001,0.0008161287981849164,N,,,,,,,0.0311750092968,0.0040822381831356405,,0.276211444041,0.08045163801717342,,1.43074866348,3.706289427024008e-07,,,,,0.390548212278,0.8060030220071718,,0.92931652969,0.5389245422281302,,1.13173402659,0.13301871188421974,,0.598673353432,0.0951979675084876,,0.226687981835,0.07208666689605456,,NGC4260,184.84275,6.0987,1.0,0.5,SBa,1.4,2.511886294,12.69,70.3,1958.0,1000.0,13.65374113,38.32,1800,24.57673403,36.30780069,36.30780069
83,NGC4273,184.98345,5.34385,99.5713478012,1.56268325912,98.8423370859,,0.00560666098867,0.000263904482942,,0.00910990437403,0.00024805020088,,0.022147111414400004,0.00041843193028699986,,0.0564447553947,0.000618376789956,,0.08614782774289999,0.000954683772508,,0.106734002638,0.0016000101717100002,,0.118927684557,0.00190840329382,,0.156319915375,0.006870093463100001,,0.16444541526599998,0.017137013529,,0.147718060229,0.011774798759,,0.100713653427,0.0010966315500717883,,0.0676333705416,0.0011274687479944472,,0.571829378653,0.0029528034356971727,,1.08446971375,0.007263929945980958,,0.107204358999,0.0011251882951392787,,0.0754218862393,0.0011466108178058811,,0.255437294239,0.008504129434074194,,0.694320380629,0.00666629289984961,,1.05323461495,0.0027806023623822363,,13.5443981761,0.09450633939930538,,19.4270572068,,,,,,23.9197148107,0.3034951947506418,,23.5286387512,0.2182315406328522,,9.93088186663,0.07743313314664932,,3.9472926313,0.06410613014930668,,1.37276083738,0.03999296279772573,,NGC4273,184.98345,5.34385,5.2,0.6,Sc,1.34,2.187761792,12.31,26.9,2378.0,2809.0,38.35335882,32.41,2381,32.50955762,27.92544479,27.92544479
84,NGC4294,185.3244,11.51048,165.192736194,2.01141949628,64.1850775493,,0.0076723178515,0.00034739001196800004,,0.0111208158863,0.000303003346859,,0.0223854524671,0.0009873515346830002,,0.0489569376,0.00106807187228,,0.06879257167339999,0.00231496343115,,0.08175566706439999,0.00181753626737,,0.0843476907491,0.00433129845145,,0.100084992216,0.0156767340565,,0.0708346278621,0.0570385724252,,0.0930859120277,0.0326629238775,,0.054055976332300006,0.0020554208435400964,,0.0305299129883,0.001723819604913791,,0.116460174333,0.006396383407085434,,0.231306943062,0.012190135857315829,,0.0520593654357,0.0010631335046287543,,0.0370871955393,0.0008857698552614271,,0.0646151698671,0.012330149880426878,,0.115973212847,0.02249564191143264,,0.229359090332,0.003211059648460645,,4.03584415989,0.08711506369363553,,7.3915279952600015,0.28509641452876777,,,,,6.608505790700001,0.5031062747457793,,8.34452237094,0.5045125890074011,,4.17943021799,0.1772899960107457,,2.05334155237,0.135016639566204,,0.849350545265,0.06349953742175762,,NGC4294,185.3244,11.51048,5.9,0.5,SBc,1.43,2.691534479,12.35,70.2,355.0,182.0,2.484980885,18.14,338,4.614964499999999,15.48816823,15.48816823
85,NGC4302,185.4264,14.59814,416.543611418,5.26525877537,88.14518818549999,c,0.00122471067125,0.000155761559769,c,0.00254474390759,0.00016800991644100002,c,0.0154549120316,0.0051163450221,c,0.0737627858771,0.00527385811988,c,0.147703989465,0.0042882150274,c,0.227441282895,0.0112058508731,c,0.289587655188,0.0189892876409,c,0.462377406008,0.0661336835795,c,0.659059096701,0.246262530271,c,0.601199155212,0.0610257938134,c,0.328325525699,0.0029750479467556303,,0.185406563425,0.0045164021611150545,,0.497648800685,0.01388400039677262,,0.493843288074,0.03719975229772368,,0.308399876714,0.0010889450589668733,,0.210663280622,0.0009785836705888118,,0.303245469913,0.009253365962084259,,0.530417192952,0.0050360785671950065,,0.488198886634,0.004013427892244025,,6.58007725022,0.099476065940358,,32.2762105092,0.619750226880912,,,,,18.6755154683,1.2578045094320998,,29.4750416681,0.21747676356487675,,18.743915490899997,0.4564264286613532,,8.41537186494,0.3511834066237888,,3.01348313731,0.16314088637809798,,NGC4302,185.4264,14.59814,5.3,0.8,Sc,1.78,6.0255954639999985,12.52,90.0,1149.0,1024.0,13.98143091,20.95,1126,15.37411251,14.32188352,14.32188352
86,NGC4305,185.51505,12.74088,119.275219421,1.93862309434,121.20794152,,8.65409450391e-05,0.000138828304764,,0.000454078372236,2.99357966892e-05,,0.00586525722329,0.000440522209274,,0.0242964473899,0.000578661991614,,0.0445331254326,0.00063918598367,,0.0610420919786,0.0008913015666810002,,0.06745165216559999,0.00198129501206,,0.08468263323830001,0.00496639176817,,0.0758710913271,0.0257006079505,,0.0676187882005,0.00954954349622,,0.041769651335,0.0007986284358652692,,0.0207522205043,0.0011460344641925715,,0.006349967444020001,0.004260552362521379,,0.00578830460644,0.007888331044510704,,,,,0.0221182713478,0.0006585296490487573,,,,,,,,0.00379238453123,0.00306195053547563,,0.0335204476382,0.08723847731849915,,-0.200898265277,5.3786398437179926e-08,N,,,,0.0934854421308,0.16981845925876646,,0.057402126392,0.21059499268557955,,0.110722285719,0.07516012287517068,,0.085316463207,0.0651584001051458,,0.0458730859392,0.038156359188866895,,NGC4305,185.51505,12.74088,1.2,0.9,Sa,1.36,2.2908677280000003,13.31,64.5,1888.0,1019.0,13.91316221,,1922,26.24249044,41.68692736,41.68692736
