# DUSTEM: Heat Capacity 
# 
# 
# 
# nr of sizes
# sizes (microns)
# nr of T-values
# log T(K) log C_1...log C_ns (erg/K/cm3)
         100
 2.0000E-04  2.1950E-04  2.4090E-04  2.6439E-04  2.9017E-04  3.1846E-04  3.4951E-04  3.8358E-04  4.2098E-04  4.6203E-04  5.0707E-04  5.5651E-04  6.1077E-04  6.7032E-04  7.3568E-04  8.0740E-04  8.8612E-04  9.7252E-04  1.0673E-03  1.1714E-03  1.2856E-03  1.4110E-03  1.5485E-03  1.6995E-03  1.8652E-03  2.0471E-03  2.2466E-03  2.4657E-03  2.7061E-03  2.9699E-03  3.2595E-03  3.5773E-03  3.9261E-03  4.3089E-03  4.7290E-03  5.1900E-03  5.6961E-03  6.2514E-03  6.8609E-03  7.5299E-03  8.2640E-03  9.0698E-03  9.9540E-03  1.0925E-02  1.1990E-02  1.3159E-02  1.4442E-02  1.5850E-02  1.7395E-02  1.9091E-02  2.0952E-02  2.2995E-02  2.5237E-02  2.7698E-02  3.0398E-02  3.3362E-02  3.6615E-02  4.0185E-02  4.4103E-02  4.8403E-02  5.3122E-02  5.8301E-02  6.3985E-02  7.0224E-02  7.7071E-02  8.4585E-02  9.2832E-02  1.0188E-01  1.1182E-01  1.2272E-01  1.3468E-01  1.4781E-01  1.6223E-01  1.7804E-01  1.9540E-01  2.1445E-01  2.3536E-01  2.5831E-01  2.8349E-01  3.1114E-01  3.4147E-01  3.7476E-01  4.1130E-01  4.5140E-01  4.9542E-01  5.4372E-01  5.9673E-01  6.5491E-01  7.1876E-01  7.8884E-01  8.6575E-01  9.5016E-01  1.0428E+00  1.1445E+00  1.2561E+00  1.3785E+00  1.5129E+00  1.6604E+00  1.8223E+00  2.0000E+00
          30
-1.0000E+00  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01  3.9533E-01
-8.3797E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01  8.1875E-01
-6.7592E-01  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00  1.1428E+00
-5.1390E-01  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00  1.4669E+00
-3.5186E-01  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00  1.7910E+00
-1.8983E-01  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00  2.1150E+00
-2.7797E-02  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00  2.4391E+00
 1.3424E-01  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00  2.7632E+00
 2.9627E-01  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00  3.0872E+00
 4.5831E-01  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00  3.4113E+00
